time;direction;foc_core.angle_rad;foc_core.duty_cycles.a;foc_core.duty_cycles.b;foc_core.duty_cycles.c;foc_core.i_abc.a;foc_core.i_abc.b;foc_core.i_abc.c;foc_core.i_dq.d;foc_core.i_dq.q;foc_core.id_target;foc_core.iq_target;foc_core.speed_measured;foc_core.speed_target;foc_core.v_dq.d;foc_core.v_dq.q;hall_debug.combined_state;hall_debug.h1;hall_debug.h2;hall_debug.h3;
2,985;-1;3,651200294494629;0,7013289928436279;0,29792729020118713;0,5493903160095215;0,28691762685775757;-0,6802355647087097;0,4964679479598999;-0,04591438174247742;0,6486097574234009;0;1,2679336071014404;780,9298706054688;1000;-0,2974885106086731;7,892343044281006;1;0;0;1;
2,988;-1;4,272278785705566;0,7537795901298523;0,24816957116127014;0,3471958339214325;0,17087379097938538;-0,10001635551452637;-0,012835517525672913;-0,18945568799972534;0,2617296874523163;0;-0,18881747126579285;997,0836791992188;1000;-0,39605721831321716;6,865011692047119;3;0;1;1;
2,991;-1;4,815963268280029;0,7098851203918457;0,453106164932251;0,2687337398529053;0,6221553683280945;-0,2225070744752884;-0,36741387844085693;-0,10388810932636261;0,2208212912082672;0;1,2900100946426392;1225,61669921875;1000;-0,34531113505363464;5,461565017700195;2;0;1;0;
2,994;-1;5,457276821136475;0,7368181943893433;0,702483057975769;0,26236382126808167;0,19021444022655487;0,041815005242824554;-0,17400750517845154;0,01732487976551056;0,30543553829193115;0;0,34314513206481934;921,0538940429688;1000;-0,4640759229660034;7,553997993469238;2;0;1;0;
2,996;-1;6,003567695617676;0,5013924837112427;0,7282626628875732;0,2708926796913147;-0,022532600909471512;-0,009760034270584583;0,07097391039133072;-0,00048231054097414017;0,04018213599920273;0;-0,7641468048095703;1160,0430908203125;1000;-0,433305948972702;5,6631669998168945;6;1;1;0;
2,999;-1;0,29564881324768066;0,2486370950937271;0,7534288167953491;0,2878164052963257;0,009701798669993877;0,43507468700408936;-0,35452014207839966;0,08205748349428177;0,46569135785102844;0;0,7987821698188782;875,9730224609375;1000;-0,5592889785766602;7,417458534240723;6;1;1;0;
3,002;-1;0,9214342832565308;0,24948489665985107;0,7489733695983887;0,5623056292533875;-0,1192357987165451;0,09983692318201065;-0,10309184342622757;-0,005815081298351288;0,06485315412282944;0;-0,18949764966964722;1084,7110595703125;1000;-0,5017673969268799;6,412468910217285;4;1;0;0;
3,004;-1;1,459849238395691;0,30110231041908264;0,6059738397598267;0,6949299573898315;-0,40289852023124695;0,2287745177745819;0,006505131721496582;0,01925508677959442;0,4899601936340332;0;0,8212711811065674;821,194580078125;1000;-0,6742235422134399;8,155878067016602;4;1;0;0;
3,007;-1;2,1221888065338135;0,25379258394241333;0,3733912408351898;0,7402580976486206;-0,048320118337869644;-0,07422883063554764;0,10965518653392792;-0,06235823780298233;0,11298304796218872;0;-0,14838826656341553;1019,421630859375;1000;-0,6567580699920654;7,070506572723389;5;1;0;1;
3,01;-1;2,6234848499298096;0,415513277053833;0,2930954396724701;0,7029649019241333;-0,2933015525341034;-0,4545947313308716;0,6254056096076965;-0,10518273711204529;0,6685099005699158;0;1,3209867477416992;757,0675048828125;1000;-0,2571839392185211;8,233154296875;5;1;0;1;
